"","G","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","E","OPS"
"1375",26,79,12,21,6,0,2,33,7,1,0,6,0,24,1,6,0.736
"1376",29,44,4,10,3,0,1,16,4,0,1,6,1,13,2,2,0.697
"1377",51,89,6,14,1,1,2,23,9,0,0,5,1,44,1,3,0.468953282081609
"1378",112,222,25,48,10,1,12,96,39,1,0,12,7,64,3,3,0.710440731187619
"1379",106,241,27,64,16,2,9,111,45,0,1,19,4,66,5,5,0.790126367408525
"1380",53,101,14,19,3,0,10,52,18,0,0,5,2,43,2,2,0.755592225889256
"1381",88,132,21,30,4,1,1,39,17,1,0,14,5,24,0,4,0.62
"1382",71,105,16,25,7,0,1,35,17,2,1,1,1,22,1,1,0.585
"1383",85,150,20,39,11,0,6,68,25,0,0,8,5,41,4,5,0.768
"1384",84,119,6,25,3,0,0,28,9,2,0,9,2,24,1,4,0.512217194570136
"1385",42,38,5,6,1,0,1,10,4,0,0,4,2,12,1,4,0.535885167464115
"1386",82,136,14,25,1,0,0,26,12,2,2,10,6,33,6,2,0.460913312693498
"1387",75,123,17,29,3,1,1,37,10,1,0,4,3,26,2,6,0.577736085053158
"1388",40,43,13,8,1,1,1,14,3,2,4,9,0,23,1,0,0.653
"1389",104,233,43,58,11,1,8,95,24,17,6,25,1,82,2,3,0.732
"1390",21,42,10,10,3,0,1,16,7,2,0,3,0,14,2,0,0.664
"1391",134,423,76,124,29,3,13,198,60,16,3,22,0,119,6,5,0.795
"1392",23,59,6,19,4,2,1,30,9,4,1,5,3,12,1,0,0.911459650898052
"1393",40,59,11,8,1,0,1,12,3,1,0,8,1,19,3,1,0.453389830508475
"1394",114,216,37,58,14,1,3,83,26,10,2,27,12,41,4,3,0.764651416122004
"1395",104,72,13,14,4,0,1,21,4,3,0,3,5,19,1,2,0.566666666666667
"1396",119,270,38,65,14,2,7,104,26,6,6,29,9,64,3,0,0.71960076960077
"1397",51,103,13,18,2,0,0,20,5,0,1,6,1,24,2,0,0.421447484554281
"1398",109,336,41,104,13,3,3,132,30,10,3,35,4,51,5,6,0.774190476190476
"1399",99,279,37,72,7,4,0,87,20,9,6,24,5,38,5,3,0.639750034911325
"1400",121,359,61,101,13,1,6,134,50,11,5,52,12,63,14,4,0.763329974910607
"1401",96,130,27,38,5,2,3,56,18,7,3,31,8,28,2,2,0.886390532544379
"1402",36,84,20,27,8,0,2,41,10,0,2,16,1,16,4,0,0.923738802451674
"1403",66,136,16,33,4,2,2,47,14,4,2,8,0,25,7,1,0.63031045751634
"1404",70,112,19,29,5,1,0,36,10,2,0,27,4,18,4,1,0.741008991008991
"1405",53,66,13,16,1,0,0,17,3,0,0,5,1,16,1,2,0.563131313131313
"1406",38,52,6,8,2,0,1,13,3,2,1,7,1,16,1,0,0.516666666666667
"1407",76,172,22,40,8,2,1,55,14,7,5,20,0,32,1,1,0.628
"1408",93,229,34,61,9,6,0,82,24,5,5,33,0,33,4,4,0.713
"1409",117,314,36,84,8,4,0,100,26,3,5,18,1,56,7,2,0.626
"1410",40,81,6,18,1,0,0,19,5,0,0,4,1,14,4,1,0.502
"1411",90,277,47,87,13,1,2,108,27,9,2,37,8,61,4,2,0.797
"1412",88,252,44,70,12,1,1,87,24,3,2,26,9,44,5,2,0.708
"1413",60,180,20,47,4,0,1,54,14,8,4,12,2,26,6,0,0.614
"1414",42,82,8,24,1,0,0,25,7,1,2,2,1,16,3,0,0.623
"1415",54,83,10,19,3,0,2,28,7,0,0,3,0,15,3,0,0.593
"1416",119,435,60,123,16,10,1,162,47,41,14,41,1,74,6,7,0.715
"1417",84,265,35,64,8,1,3,83,15,11,7,16,2,54,4,3,0.603
"1418",116,414,64,102,9,5,8,145,35,32,10,40,3,67,1,3,0.665
"1419",115,360,54,87,16,2,2,113,30,20,11,35,0,63,4,8,0.621
"1420",45,70,16,14,4,1,0,20,8,5,1,3,1,16,0,0,0.529
"1421",53,53,15,10,2,0,0,12,4,0,1,7,1,13,0,0,0.516
"1422",98,205,38,47,7,3,1,63,16,3,3,16,0,44,3,3,0.592
"1423",88,299,38,83,9,0,1,95,21,8,4,15,0,58,4,3,0.629
"1424",44,98,14,26,6,0,1,35,12,3,0,8,1,26,8,3,0.675
"1425",61,100,5,18,4,0,1,25,7,0,1,6,0,27,0,5,0.476
"1426",64,62,6,16,0,0,0,16,6,0,0,10,0,17,1,3,0.614
"1427",43,84,10,23,4,0,1,30,9,0,0,12,1,19,1,0,0.721
"1428",133,433,55,123,20,1,13,184,77,1,2,46,0,85,12,8,0.771
"1429",118,294,28,68,11,1,8,105,46,0,4,43,2,59,13,7,0.685
"1430",127,356,41,92,13,0,13,144,48,1,1,32,2,82,8,9,0.725
"1431",71,189,16,39,9,0,2,54,11,0,1,21,0,35,3,5,0.571428571428571
"1432",103,314,36,84,14,1,4,112,35,2,2,13,4,46,7,4,0.661823849750803
"1433",125,465,76,145,23,1,15,215,49,5,0,44,9,53,12,8,0.844604973637232
"1434",129,485,110,166,32,1,24,272,62,5,3,61,8,71,9,4,0.98501246789981
"1435",115,450,90,146,30,1,14,220,48,6,5,88,3,57,7,3,0.92696652289998
"1436",133,489,86,152,32,4,23,261,97,6,4,90,6,53,11,13,0.957673955219968
"1437",133,481,82,165,29,0,19,251,95,7,3,86,9,53,15,7,0.973218410718411
"1438",130,476,93,150,36,2,21,253,105,13,4,84,3,52,7,4,0.952471752466528
"1439",130,474,78,142,29,0,19,228,80,11,7,76,7,61,11,4,0.884962388928028
"1440",123,464,70,139,23,1,16,212,74,4,1,61,3,48,12,4,0.841366248693835
"1441",126,445,62,136,24,2,13,203,79,6,3,83,3,38,5,8,0.874258871326097
"1442",116,395,55,111,22,0,11,166,62,9,4,63,3,30,10,4,0.804201103819435
"1443",85,293,39,89,17,1,7,129,46,15,5,53,3,25,11,4,0.85574581691229
"1444",88,271,39,77,11,3,7,115,39,7,5,40,1,42,8,2,0.802559371747564
"1445",74,237,34,58,8,0,4,78,29,0,2,35,2,35,9,5,0.675829252517786
"1446",116,390,53,95,13,0,8,132,37,0,6,81,4,66,9,2,0.717408906882591
"1447",130,429,57,113,28,0,9,168,52,2,3,67,2,63,11,3,0.75707023899795
"1448",83,241,21,64,10,1,4,88,27,0,1,35,2,36,5,1,0.728454580733753
"1449",49,94,11,29,4,0,1,36,16,1,0,17,2,15,3,0,0.807757484466202
"1450",16,33,2,6,0,0,2,12,4,0,0,3,2,14,1,1,0.653
"1451",64,138,16,32,6,0,5,53,19,0,0,12,9,45,3,3,0.715
"1452",35,78,7,14,2,1,0,18,7,0,0,5,4,22,2,4,0.492
"1453",60,186,30,50,14,0,12,100,38,0,0,17,9,50,4,9,0.896
"1454",93,196,24,44,15,0,7,80,25,1,0,23,2,61,2,2,0.72
"1455",50,42,9,9,4,1,0,15,2,1,2,4,2,11,0,0,0.67
"1456",27,66,18,24,7,0,3,40,13,3,0,9,1,24,1,1,1.048
"1457",15,30,3,3,3,0,0,6,3,0,0,5,0,9,1,2,0.429
"1458",26,59,12,13,3,0,2,22,9,1,0,5,1,16,1,1,0.661
"1459",114,350,56,101,14,2,19,176,57,16,7,26,8,89,7,2,0.85
"1460",133,539,97,162,38,5,11,243,64,23,9,50,7,101,14,6,0.817
"1461",122,459,63,116,22,4,7,167,38,21,8,45,7,103,16,6,0.691
"1462",128,455,65,125,25,1,7,173,66,19,8,65,5,77,15,6,0.747
"1463",113,415,69,121,23,2,14,190,66,7,4,34,9,71,10,2,0.814
"1464",25,99,16,25,7,0,2,38,10,3,3,7,6,25,4,0,0.723
"1465",110,455,76,146,27,1,18,229,69,2,4,30,7,70,11,0,0.873
"1466",144,556,118,190,36,2,33,329,90,7,7,48,7,82,12,3,0.992
"1467",100,156,34,32,3,0,5,50,21,25,8,26,0,52,0,9,0.639194139194139
"1468",78,69,26,13,1,0,2,20,11,7,4,13,2,27,0,2,0.623188405797101
"1469",21,33,4,5,1,1,1,11,3,0,0,4,2,14,0,0,0.615384615384615
"1470",46,106,8,25,2,1,1,32,7,2,0,9,0,24,2,6,0.593
"1471",52,88,11,17,2,0,0,19,5,4,2,4,4,13,3,7,0.471
"1472",120,430,69,122,19,4,8,173,42,45,10,36,4,60,3,8,0.744
"1473",111,341,62,110,24,2,9,165,44,24,10,35,6,44,6,20,0.879
"1474",124,491,73,154,20,4,8,206,58,40,20,46,3,53,9,15,0.793
"1475",127,480,98,168,29,4,9,232,59,53,13,67,11,55,8,16,0.92
"1476",128,485,75,148,25,2,2,183,48,33,13,47,8,51,9,13,0.752
"1477",90,326,60,100,19,0,6,137,40,20,9,38,4,37,10,4,0.804
"1478",127,467,53,124,13,4,8,169,46,22,12,47,6,33,10,9,0.701
"1479",112,407,64,114,19,3,9,166,35,28,11,50,7,48,6,6,0.776
"1480",125,464,91,137,28,5,6,193,44,32,3,66,9,56,11,12,0.807
"1481",126,468,99,148,30,2,12,218,66,21,6,61,8,66,14,10,0.869
"1482",138,575,121,178,31,2,18,267,88,22,6,60,9,58,14,16,0.845
"1483",105,391,73,129,22,0,11,184,46,6,6,32,10,48,12,11,0.863
"1484",102,375,63,114,24,1,11,173,57,6,5,39,7,43,12,11,0.838
"1485",72,170,17,30,10,0,3,49,13,7,5,13,1,55,6,10,0.526
"1486",88,178,14,44,12,0,1,59,17,2,1,15,2,43,2,8,0.644
"1487",85,186,18,47,10,0,6,75,23,1,0,17,1,39,8,8,0.717
"1488",51,96,3,13,2,0,0,15,10,1,2,9,1,23,0,5,0.371
"1489",22,43,5,11,2,0,1,16,3,0,0,5,0,15,0,2,0.705
"1490",103,190,20,34,9,0,4,55,18,1,0,15,4,62,4,4,0.539
"1491",54,61,12,13,1,0,0,14,5,0,0,3,1,15,2,2,0.488
"1492",74,74,16,16,0,0,2,22,7,1,0,4,2,21,3,2,0.572
"1493",66,162,15,40,4,0,2,50,18,0,2,4,3,30,5,8,0.586748484184382
"1494",119,394,40,111,24,3,2,147,45,5,1,30,4,75,12,11,0.71188149342948
"1495",96,285,30,79,18,1,3,108,26,4,7,21,10,57,9,5,0.727048634243837
"1496",86,203,15,60,12,1,2,80,34,2,3,22,2,40,5,7,0.764132722814175
"1497",30,76,6,22,5,1,0,29,9,0,1,8,0,15,1,5,0.738721804511278
"1498",18,31,2,5,0,0,0,5,2,0,0,3,0,9,0,0,0.396584440227704
"1499",44,45,8,12,6,0,0,18,8,0,0,4,0,16,1,2,0.727
"1500",28,39,1,7,0,0,0,7,4,0,0,0,2,12,0,0,0.393
"1501",21,38,5,8,4,1,0,14,2,0,0,3,0,11,0,1,0.636
"1502",66,83,7,18,4,0,2,28,12,1,0,6,0,25,1,2,0.604
"1503",81,171,21,40,8,0,6,66,23,0,1,12,2,49,5,3,0.675
"1504",101,264,37,76,15,0,12,127,49,0,4,29,6,66,10,7,0.846
"1505",35,62,14,20,4,0,6,42,14,0,0,2,2,19,2,4,1.041
"1506",112,366,40,95,19,0,11,147,50,0,2,22,8,96,10,7,0.716
"1507",78,176,13,38,12,0,4,62,24,0,2,15,4,61,3,5,0.64
"1508",82,201,26,58,11,0,6,87,26,1,0,20,4,47,7,5,0.793
"1509",100,235,36,56,13,1,9,98,39,0,1,18,5,67,3,11,0.722
"1510",113,279,34,71,11,1,12,120,49,1,2,22,15,80,2,7,0.772
"1511",77,132,12,24,5,0,1,32,10,0,1,17,4,39,2,3,0.532
"1512",79,137,16,36,3,0,3,48,17,0,0,4,5,32,8,3,0.658
"1513",70,112,11,25,4,0,1,32,9,0,1,8,5,35,3,1,0.59
"1514",49,161,17,45,7,1,4,66,18,6,4,12,1,18,5,8,0.741
"1515",114,340,65,106,19,3,9,158,39,16,4,28,9,42,9,11,0.841
"1516",91,338,55,116,17,0,13,172,51,9,4,23,8,40,20,15,0.906
"1517",118,470,66,125,23,0,8,172,59,1,3,54,7,60,11,17,0.716
"1518",126,458,61,122,20,1,17,195,72,7,3,49,7,67,14,18,0.772
"1519",122,416,56,121,26,0,13,186,66,3,4,49,7,43,15,19,0.816
"1520",122,445,59,129,29,1,16,208,76,1,2,40,8,66,9,17,0.824
"1521",109,355,43,96,21,2,3,130,34,8,4,36,5,41,13,9,0.711
"1522",121,419,62,126,19,2,10,179,70,5,0,59,4,46,10,7,0.816
"1523",111,365,52,96,20,1,4,130,38,3,1,41,4,58,14,12,0.698
"1524",127,422,61,123,18,1,10,173,57,9,2,49,5,69,16,12,0.776
"1525",107,365,50,113,27,3,12,182,53,3,3,65,1,62,13,6,0.91
"1526",121,407,64,127,22,1,9,178,62,13,6,59,7,58,12,14,0.842
"1527",112,383,71,126,25,1,13,192,59,10,2,59,7,56,13,5,0.925
"1528",117,363,47,103,16,1,9,148,45,9,4,54,13,65,9,5,0.8
"1529",126,370,58,119,22,1,6,161,64,8,4,33,5,59,9,4,0.815
"1530",115,276,32,86,14,0,6,118,30,4,3,36,6,49,4,5,0.828
"1531",88,183,22,54,11,0,4,77,28,0,1,16,5,49,5,6,0.787
"1532",85,231,47,61,8,6,3,90,17,13,7,24,3,45,1,1,0.73
"1533",76,143,35,46,8,6,1,69,19,13,3,10,0,25,2,0,0.844
"1534",128,414,66,118,17,8,1,154,38,31,8,40,11,77,5,7,0.733
"1535",101,315,46,74,11,7,0,99,32,24,6,18,3,46,5,0,0.595
"1536",125,228,57,63,2,8,2,87,29,23,8,16,6,29,1,2,0.719
"1537",128,431,79,132,18,7,6,182,49,32,5,41,11,68,8,1,0.801
"1538",128,491,79,145,27,7,2,192,59,15,9,43,11,70,9,2,0.752
"1539",114,269,49,65,7,2,2,82,20,12,4,25,6,48,7,2,0.624
"1540",26,98,20,36,2,1,2,46,23,5,2,11,1,13,1,2,0.898
"1541",88,32,17,4,0,0,0,4,1,13,0,2,1,5,0,1,0.325
"1542",118,366,53,100,14,5,0,124,19,29,5,21,20,76,9,5,0.685235160644997
"1543",71,77,17,17,0,0,0,17,4,7,6,6,3,15,1,0,0.52310480217457
"1544",23,35,3,9,1,0,0,10,0,1,2,0,2,5,0,0,0.583011583011583
"1545",76,127,27,32,6,2,1,45,14,16,6,7,0,32,2,0,0.64537548478082
"1546",87,139,29,32,5,0,3,46,9,21,6,3,4,32,1,2,0.598058539469794
"1547",87,203,37,44,7,3,2,63,9,19,9,29,5,42,1,2,0.63945875163684
"1548",98,201,33,50,5,3,4,73,20,5,1,22,1,50,0,5,0.687
"1549",106,314,41,76,10,3,8,116,42,3,1,17,4,69,6,5,0.657
"1550",82,239,28,62,8,1,6,90,26,1,0,13,5,39,7,3,0.688
"1551",88,193,22,54,8,1,3,73,20,2,2,11,0,22,7,4,0.694
"1552",38,78,8,15,1,0,0,16,3,0,0,8,3,13,3,1,0.497
"1553",93,242,13,62,9,0,0,71,23,3,2,17,4,32,7,4,0.605
"1554",81,233,19,66,18,1,2,92,27,2,2,13,3,34,4,3,0.719
"1555",116,367,42,100,15,5,5,140,47,5,4,26,8,45,10,1,0.713
"1556",97,261,29,69,14,0,7,104,38,5,4,21,5,40,9,1,0.726
"1557",91,259,38,83,14,0,14,139,51,5,0,26,9,46,6,1,0.934
"1558",144,576,68,179,32,1,27,294,100,2,3,25,10,76,15,5,0.857
"1559",112,349,44,112,16,0,15,173,45,0,1,19,9,61,11,0,0.863
"1560",73,217,27,59,9,0,11,101,38,1,1,19,2,29,8,1,0.8
"1561",61,83,21,18,4,2,0,26,15,10,4,16,0,19,1,1,0.653
"1562",99,225,30,50,12,1,1,67,22,5,5,28,0,66,1,7,0.604
"1563",115,303,48,79,14,2,6,115,31,18,3,27,2,68,9,15,0.704
"1564",90,197,37,46,5,1,11,86,35,4,0,9,4,55,1,5,0.718
"1565",96,201,33,49,8,1,3,68,17,11,3,6,2,45,2,5,0.611
"1566",47,35,7,4,1,0,0,5,3,4,0,2,0,6,1,0,0.305
"1567",46,75,14,17,2,0,0,19,5,8,3,6,1,13,1,2,0.542
"1568",77,154,37,36,5,3,4,59,18,6,3,14,1,24,0,1,0.685
"1569",97,198,43,56,11,2,5,86,31,1,1,19,1,32,2,0,0.779
"1570",111,269,53,81,12,1,2,101,37,8,1,19,1,44,8,0,0.723
"1571",124,350,45,105,20,3,6,149,42,4,2,18,22,69,14,10,0.795
"1572",65,117,16,31,7,0,2,44,9,3,0,9,0,28,3,8,0.693
"1573",24,55,7,11,2,0,0,13,2,1,0,2,1,8,0,0,0.477742946708464
"1574",114,202,20,53,10,0,4,75,24,3,3,15,3,28,4,4,0.694014401440144
"1575",121,356,47,102,15,1,4,131,27,4,5,37,7,64,14,4,0.732977528089888
"1576",53,102,15,23,3,0,3,35,6,0,2,11,3,21,6,0,0.66210277214334
"1577",43,116,20,36,6,0,1,45,12,0,0,13,2,24,3,1,0.777244011581995
"1578",52,74,9,17,3,0,1,23,5,4,3,12,0,15,0,0,0.648020113136392
"1579",118,274,44,65,11,3,4,94,19,22,4,30,6,48,5,1,0.66887214504356
"1580",120,278,49,76,20,5,3,115,43,7,9,31,12,58,4,3,0.784385575651628
"1581",52,106,9,18,2,0,1,23,6,4,2,12,1,24,2,1,0.477485333756144
"1582",29,45,6,7,1,0,1,11,2,0,0,1,2,18,0,2,0.452
"1583",26,33,6,10,0,0,3,19,8,0,1,3,2,9,1,2,0.961
"1584",78,125,12,25,4,1,2,37,12,1,0,3,0,42,2,3,0.513
"1585",113,341,50,88,15,3,5,124,37,7,3,30,8,54,8,9,0.692
"1586",124,477,89,140,27,7,3,190,58,8,4,62,11,105,10,13,0.784
"1587",135,486,85,146,27,2,9,204,62,16,6,52,14,102,14,17,0.802
"1588",121,370,48,97,18,2,2,125,46,7,7,43,16,75,12,11,0.7
"1589",68,109,16,27,8,2,1,42,6,3,1,18,5,28,4,3,0.761
"1590",91,174,33,53,10,1,7,86,26,4,2,16,1,39,4,2,0.855
"1591",110,281,41,74,2,4,1,87,19,19,5,19,3,55,2,1,0.626
"1592",65,139,20,28,3,4,0,39,12,8,1,11,2,25,1,2,0.547
"1593",121,290,48,79,8,3,0,93,18,25,6,31,7,59,1,1,0.673
"1594",103,283,43,79,4,4,1,94,26,19,3,33,3,56,6,0,0.689
"1595",102,169,22,30,4,3,0,40,8,7,3,8,3,49,2,1,0.465
"1596",115,250,38,61,7,1,3,79,27,15,2,27,7,56,1,0,0.648
"1597",114,296,42,70,9,2,0,83,16,10,6,27,1,51,1,2,0.582
"1598",24,62,6,15,2,0,0,17,3,3,3,7,0,16,0,2,0.588
"1599",105,332,52,85,11,3,0,102,19,24,9,46,8,76,3,1,0.664
"1600",125,443,74,116,12,5,2,144,52,37,7,43,4,72,8,1,0.655
"1601",119,245,38,64,6,1,2,78,15,18,3,30,5,50,2,1,0.669
"1602",76,143,24,34,5,0,0,39,16,6,2,15,4,17,2,2,0.596
"1603",57,93,15,21,3,0,1,27,4,5,1,9,2,17,0,3,0.598014888337469
"1604",88,92,23,18,4,2,0,26,14,6,0,10,3,16,3,1,0.577846790890269
"1605",104,255,38,60,14,0,0,74,21,10,5,18,7,42,2,12,0.593767507002801
"1606",129,486,73,149,25,2,6,196,38,23,11,37,12,57,5,18,0.773385639013884
"1607",19,70,6,18,4,0,0,22,1,3,0,8,4,16,1,3,0.6801393728223
"1608",123,462,79,151,27,3,10,214,81,31,3,37,11,81,6,10,0.853399541634836
"1609",76,269,35,79,19,0,8,122,36,13,2,19,2,33,7,6,0.798359184719908
"1610",111,414,83,139,31,0,8,194,52,8,2,35,4,58,8,3,0.861535016156381
"1611",117,407,45,99,19,0,6,136,36,9,6,37,3,87,11,9,0.645114302832424
"1612",103,345,40,96,14,0,3,119,33,5,2,28,1,58,7,3,0.679152135162365
"1613",74,167,15,40,6,0,1,49,12,3,1,17,2,23,0,1,0.610617474727963
"1614",80,47,17,13,2,0,0,15,2,3,2,4,1,12,0,1,0.665
"1615",119,183,35,51,6,4,1,68,17,9,0,9,0,33,4,1,0.683
"1616",88,180,15,51,11,1,2,70,26,9,2,16,1,49,2,2,0.734066553863508
"1617",66,155,16,26,4,0,1,33,9,1,0,14,0,44,2,3,0.449589616338996
"1618",67,138,22,38,6,1,6,64,17,6,2,15,1,36,1,0,0.81441746659138
"1619",98,245,33,60,11,0,6,89,34,7,2,27,5,76,1,2,0.695395270021366
"1620",89,230,30,46,7,1,6,73,36,1,2,23,1,64,1,10,0.592981855528928
"1621",120,380,38,107,26,3,6,157,39,4,5,39,2,56,6,5,0.764701837729716
"1622",92,111,15,29,4,0,6,51,22,1,1,10,1,26,1,3,0.787328311918476
"1623",103,124,20,35,8,0,8,67,35,3,0,19,0,36,1,4,0.917944958267539
"1624",109,179,29,60,14,0,5,89,35,3,3,21,3,43,2,5,0.91099980735889
"1625",16,40,1,6,2,0,1,11,3,0,0,5,0,11,2,1,0.519444444444444
"1626",23,46,2,9,1,0,0,10,4,0,0,0,0,12,1,0,0.413
"1627",19,30,3,6,0,1,0,8,5,0,0,0,1,9,1,2,0.493
"1628",25,38,3,9,0,0,0,9,8,0,0,2,0,6,2,0,0.505
"1629",84,134,10,36,8,0,2,50,15,0,0,3,0,22,3,2,0.657805861204924
"1630",56,142,23,36,6,0,5,57,22,0,0,6,1,27,4,1,0.689999054731071
"1631",108,227,19,51,5,1,5,73,33,2,1,16,4,59,6,8,0.609035295796251
"1632",82,186,19,47,10,0,5,72,26,1,2,12,4,27,4,3,0.69897796231236
"1633",124,362,36,97,21,2,9,149,48,3,0,14,5,82,11,9,0.716064152201969
"1634",132,428,43,110,20,2,19,191,58,0,1,15,8,67,17,8,0.741161903972481
"1635",129,386,40,98,16,0,8,138,49,2,5,36,3,63,9,6,0.679865894544346
"1636",85,201,22,45,11,0,6,74,34,0,0,14,4,34,2,2,0.655830436856812
"1637",112,326,37,80,18,0,10,128,38,0,1,28,0,30,11,5,0.697722782572528
"1638",124,419,44,118,24,0,13,181,73,1,1,30,4,61,8,7,0.767521745773338
"1639",102,330,25,75,18,1,10,125,49,0,0,17,1,76,6,4,0.646029258098224
"1640",95,266,35,57,10,1,14,111,36,0,2,28,1,53,10,7,0.70881865681152
"1641",133,457,69,145,24,1,28,255,107,2,0,41,3,83,19,3,0.935232379879191
"1642",117,390,46,104,14,2,15,167,59,2,1,44,3,70,10,5,0.773742885642199
"1643",104,284,32,77,13,0,9,117,40,0,1,16,2,60,5,8,0.726541367409756
"1644",88,207,16,44,10,0,7,75,29,0,1,7,2,65,4,2,0.607689210950081
"1645",75,164,16,37,7,0,7,65,34,0,0,14,2,40,5,5,0.690785907859079
"1646",106,276,33,64,11,0,11,108,44,0,0,16,6,89,5,6,0.679894951852933
"1647",76,137,10,23,2,0,3,34,7,0,0,2,1,38,2,4,0.433889468196038
"1648",41,66,5,18,2,0,2,26,7,1,0,2,2,19,2,3,0.708225108225108
"1649",108,171,20,41,7,1,6,68,30,2,2,11,9,36,0,5,0.717032546462141
"1650",54,80,7,15,2,0,1,20,5,3,0,2,2,30,3,2,0.476190476190476
"1651",22,36,5,8,1,0,0,9,5,0,0,0,3,16,2,0,0.532051282051282
"1652",31,68,7,19,6,0,1,28,9,1,0,1,0,15,2,0,0.701619778346121
"1653",36,98,14,32,5,2,3,50,16,2,1,12,1,22,2,3,0.915609487038058
"1654",45,95,3,13,0,0,1,16,5,1,2,10,1,31,2,0,0.394836146971202
"1655",25,36,4,8,0,0,1,11,2,0,0,3,0,6,1,1,0.587606837606838
"1656",30,64,5,16,6,1,0,24,4,2,3,8,4,24,0,1,0.743
"1657",39,62,14,14,1,0,0,15,1,0,2,6,2,13,2,0,0.556
"1658",64,118,10,23,5,0,1,31,9,0,0,9,2,51,2,2,0.527
"1659",80,110,9,24,3,0,1,30,12,1,2,10,2,36,2,2,0.568
"1660",61,106,10,19,3,0,2,28,8,0,0,3,1,35,3,4,0.473
"1661",51,53,10,11,2,0,1,16,9,0,1,9,0,18,2,6,0.625
"1662",89,203,22,37,6,1,2,51,17,0,3,22,2,53,1,8,0.519
"1663",52,109,9,24,6,1,2,38,8,1,3,12,1,29,5,7,0.65
"1664",61,104,11,18,4,1,1,27,11,1,1,10,4,24,3,2,0.531
"1665",105,309,25,68,21,2,3,102,35,2,1,31,7,82,7,8,0.632
"1666",114,212,26,58,14,4,6,98,34,1,1,16,6,46,8,5,0.802
"1667",137,415,53,111,15,0,11,159,46,4,1,23,16,85,9,17,0.711
"1668",141,351,34,77,14,0,9,118,54,0,2,22,9,91,9,9,0.614
"1669",121,268,29,64,16,0,6,98,24,1,0,22,10,67,8,11,0.684
"1670",67,94,9,17,2,0,1,22,8,1,0,8,0,20,2,5,0.472
"1671",99,207,22,57,7,0,7,85,29,1,0,12,2,55,6,3,0.731
"1672",29,50,3,6,1,0,1,10,3,1,0,10,2,10,2,0,0.490322580645161
"1673",41,37,3,4,1,0,0,5,3,0,0,9,1,8,2,2,0.433007475560667
"1674",106,264,35,65,11,1,2,84,31,5,4,24,7,46,10,5,0.643605546995377
"1675",57,102,14,23,4,0,3,36,18,2,2,12,3,22,0,2,0.677727501256913
"1676",91,198,30,51,11,0,7,83,35,1,1,39,6,53,8,3,0.814253647586981
"1677",111,304,31,73,8,0,7,102,37,3,3,49,5,52,12,7,0.690274919141429
"1678",88,207,25,53,5,0,0,58,15,2,2,29,3,34,12,2,0.635841772279829
"1679",98,215,23,55,9,1,0,66,25,0,2,33,3,37,5,2,0.669526544982859
"1680",94,185,17,35,6,0,2,47,18,0,2,24,2,28,7,1,0.543153580120405
"1681",117,276,30,63,8,0,3,80,38,0,0,30,4,57,9,6,0.60275829827022
"1682",52,92,7,19,3,0,1,25,7,1,1,13,3,21,5,0,0.595813204508857
"1683",29,32,0,2,2,0,0,4,2,0,0,0,1,11,1,2,0.215909090909091
"1684",91,279,32,66,13,1,7,102,30,2,2,10,10,69,4,7,0.653216815909663
"1685",112,339,33,73,13,4,5,109,42,0,0,13,8,53,14,3,0.582645034414946
"1686",49,104,8,20,3,0,2,29,9,0,0,4,0,17,2,2,0.501068376068376
"1687",17,31,5,11,2,0,1,16,5,0,0,1,1,6,0,0,0.910068426197458
"1688",63,109,11,21,1,1,3,33,9,1,1,7,1,20,4,1,0.550615541441229
"1689",62,159,18,44,11,1,1,60,15,5,3,21,10,36,3,1,0.762
"1690",90,173,25,43,11,2,4,70,20,3,3,14,5,39,4,1,0.723
"1691",128,403,64,126,20,3,9,179,81,7,3,31,7,75,9,4,0.809
"1692",114,333,28,89,12,3,2,113,35,5,6,17,11,66,8,3,0.662
"1693",139,529,78,175,36,2,25,290,119,3,1,35,9,97,12,3,0.927
"1694",31,77,6,17,5,0,1,25,10,0,0,5,1,17,0,3,0.602
"1695",68,248,32,66,12,1,10,110,42,1,1,19,2,55,6,1,0.766
"1696",118,368,58,108,26,2,17,189,72,0,0,49,5,90,4,3,0.896
"1697",102,356,48,104,13,0,14,159,54,0,3,33,2,94,6,3,0.8
"1698",53,182,25,40,7,1,5,64,28,1,0,33,1,59,1,0,0.691
"1699",54,135,15,28,7,0,1,38,9,1,1,21,2,35,2,2,0.602
"1700",94,299,52,114,15,0,11,162,53,4,0,38,5,70,9,6,1.001
"1701",124,492,69,156,38,1,14,238,99,1,0,41,2,91,8,2,0.852
"1702",104,333,35,116,19,0,8,159,49,0,2,33,3,92,10,4,0.885
"1703",124,370,29,106,14,3,7,147,72,0,1,36,2,92,13,3,0.742
"1704",109,342,46,110,23,1,12,171,62,0,1,34,5,94,9,6,0.888
"1705",130,376,44,110,18,0,15,173,75,0,0,34,5,107,10,4,0.816
"1706",46,176,37,54,8,1,17,115,42,0,0,17,7,49,5,1,1.041
"1707",96,349,55,90,19,0,17,160,61,2,1,33,10,79,4,2,0.793
"1708",34,35,2,7,0,0,1,10,3,0,0,0,2,7,0,2,0.528957528957529
"1709",43,56,6,12,2,0,0,14,2,0,0,6,1,19,2,1,0.551587301587302
